Text,Sentiment
DDD wow nice swing catch bottom pre market,1
ES S PAT TWO update,-1
Green Weekly Triangle KTOS Net Profit 1 236 00 1 22 gly Profit,1
ES SPY S Part three final update hedge define risk,-1
AAP ready 460 c 5 05,1
GD SV NGT ABX FCX NEM Goldman Sachs cut forecast gold price 2013 2014,-1
DECK pull back possible good entry long call I like DECK130216C40 1 95 run earn,1
DOE look pretty ugly,-1
Procter PG break Today 1 37 one biggest positons 4 portfolio share How big Procter,1
user APO SHOT setup post last week Would look book gain play one Study,-1
Green Weekly Triangle AMPE Net Profit 22 293 00 18 42,1
Short Ideas digest recent gain BID CF APO MCP FCX NEM INTC CS IAG AKS AAP,-1
CSN 413K worth sell block trade far today The Celsion roller coaster make people sick,1
Short Ideas digest recent gain BID CF APO MCP FCX NEM INTC CS AKS AAP Further downside remain,-1
GNC power generators perk,1
AAP never imagine aapl dump long BBY NOK,-1
CSN Buying,1
PPHM ike I say Jump Ship My feet Wet,-1
MDSO ong 27 51 Trailing Stop 37 67 9 prior Stops 37 11 37 00 31 30 27 51 25 15 22 79,1
F GM slam consumer report Auto TM top,-1
kbh breakout come Next stop 23,1
user PPHM Damn Sorry folks Pharms get take would today,-1
GS ippin good today,1
user PPHM big drop,-1
DE continue make new highs since break,1
user PPHM next year right next year lol say last 15 years ock put ES jail,-1
GOOG hold well,1
user Cancer trial sabotage go jail first Who work saboteurs FBI figure PPHM DNDN jail time soon,-1
GS brainer trade 149 pretty soon,1
Beaten large cap technology stock lead intra day short squeeze INTC BID AAP,-1
GS Goldman break EBV 2 Good sign GS market,1
CVX think good point enter one second trade sell Since test one break support resistance,-1
GS break bull flag ow volume technicals look good,1
PZZA sell big high volume close Then announce restatement Market rig NAHHH,-1
TES strong run resistance move stop,1
MON SI decline downward trend 98 support weaken 8 20 DMA curl 96 next,-1
ong position ANA FB HES IMM SHD WCX,1
AAP surprise apple go much lower I mean much lower,-1
CEN chomp bite clear 84 78 6 retrace earn next Tuesday,1
NFX 175 39 sell short,-1
GS remain call Will revisit later ooks good though,1
AAP Apple Support Further Below user Below,-1
GOOG decide strike buy close call AAP flag since yesterday,1
AAP 65mins Evening star reversal potential downtrend resistance,-1
M breakout update,1
CAT major thorn side today Me short,-1
GPO watch list line volume 75 average full day,1
AAP right I hate stop,-1
GEVO,1
user Bi furcate market rule day friend MS WMT TGT DT PP,-1
like say fight jungle AMZN,1
AAP seem pressure fill gap 430 431 area,-1
plan hold MSFT april call overnight things ever go plan,1
Wow INVN take beat today,-1
AMZN fool errand,1
GPN need interest rat rise hope make money Earning float business model folks,-1
Boy aapl beat I would hell January ahhhh market,1
Soon GPN need start offer Groupons stock,-1
user Solar Stock Sector Bottoming TAN TS FS STP,1
JCP Our CEO tinker new idea home bring customer Be patient till wipe,-1
Market love AMZN show middle finger Dumb Media,1
user SHD operate retail store JCP Big difference Sears even worse need retail store even,-1
CHK Confirming expectation Other set I like IMM COST AAP etc,1
owered price target GPN 1,-1
AMZN spend 15 yrs care qtr qtr Others turn dime say,1
AAP 4 use S Korea mean DEATH 444 kinda like 666 korean,-1
If play poker half hour still know patsy patsy Buffett AMZN shorties,1
position great today except AAP,-1
Market Wrap Video Additions Watch ist include FS JCP NAVB VMC,1
JCP J C Penney tgt 22 25 Citigroup tgt 15 18 JPMorgan follow earn Short JCP,-1
Speaking vehicles go bucket list DE HOG Harley Deere love new venture,1
AMZN alert update It go hard us play I would consider add get,-1
MCS trigger last week pull back lighter volume watch reversal support,1
ssys fundamentals matter head 40 income 10 sales 40mil net inc put PE 60 stock 60 doubt,-1
Man AMZN great even Fed host ec2 instance,1
JCP Time user pound balance sheet cash issue,-1
From Nasdaq site NVDA NVIDIA Building iPhone iPad Competitors,1
PCN possible short gap close hold 685,-1
Bought NH open ooks like new trend,1
PCN cover 682 90ish leave last piece gap close 685 stop,-1
FS watch list line volume 8 full day average,1
Picked SPY 151 put 25 Following ESD GS tell,-1
SD thx user daily,1
PCN final tgt 680 30 684 30 stop,-1
talk CSOD keep eye today,1
JCP Piper 16 target I think 6,-1
From user Hess two propose plan unlock value either look promise investors HES,1
DN MTG GNW Window dress would surprise see reversal tomorrow SPY DIA QQQ,-1
AA BA HD Top Dow Jones Alcoa 0 84 Boeing 0 54,1
If invest trade HF JCP Step aside let two elephants battle collateral damage,-1
MOT CBI top watchlist wait vol MOT 50 CBI 1 68 see happen,1
AAP Told yesterday buy yet When I say buy I back truck,-1
Green Weekly Triangle GTE Net Profit 4 333 00 3 14,1
JCP 1x2 ratio spread go May Buying 30 000 16P 1 57 sell 60 000 12P 45 lower OI Opening position,-1
KEX Option Traders continue bullish trade stock buy net 589K deltas first hour trade,1
JCP think one roll towards EOD one chance bankruptcy cash balance lower avail C line lower,-1
like see volume I lean toward CBI BPAX profit take move CBI see happen buystop 1 67,1
Somehow remind TGT JCP Ackman least buy call options JCP still big trouble fund redemptions come imho,-1
MGAM watchlist position,1
Groupon JCPenney take hit mkt today 24 18 GPN JCP,-1
DEPO bounce 50 Fibo line break 6 70 resistance line indicators BISH,1
ISG someone get margin call move Craziness market towards close SPY DIA QQQ could break Mon high,-1
HEB rip 23 one 25 305 still hold,1
wow ISG probe literally lol regulators,-1
watch list volume 50 ave full day bite line,1
user GS text book trendline break intraday,-1
You wonder Fidelity Contrafund add reduce AAP It sure look like GOOG,1
OVTI 8 AH,-1
FIO I ONG 24 28 untill March 2013,1
GPN Mason get boot probably best news company since come public solve problems biz tho,-1
CF open green tomorrow see test 40 look set,1
Elephant hunt ISG PCN AMZN A point figure review high risk define loss w opt,-1
GOOG I expect new 52 week highs come weeks,1
ISG An update Feb 20th video review close 495 much lower come soon,-1
Two trade I eye GOOG GD,1
SCCO double top 50 SMA turn,-1
COMPQ mission 52 Week Highs With Without AAP Juuuuust aaaanooootherrrrrr 1 35 You ES F,1
AAP break support heavy volume share insights VIDEO,-1
AAP GOOG FB IMM I die reinvent BlackBerry Z10,1
AAP Breaking important level,-1
bgcp nice range break work,1
AAP user More Fed New 1 yr low today Apple 431 88 Could 310 50 next,-1
FIO huge Mar call Volume ONG,1
Adding short BWS portfolio I think next years estimate high,-1
AAP HOW DAE THEY ONY 38 Profit Margin 50 BIION huge bank balance Insanity wait FB100,1
user funny AAP bull,-1
Oh QCOM thing beauty,1
On way I love AAP I love AAP I love AAP I On way I HATE Apple I HATE Apple I HATE Apple TradingWithoutAPlan,-1
FIO 15 35 I I ride one overdo IMHO,1
YHOO probably couple months sideways reality,-1
BYD hopefully VS beat help stick stock move,1
AAP New 1 yr low today Apple 431 28 Could 310 50 next,-1
CAT 100 roll poss bearish bat,1
What JCP real estate worth one buy big box space today market,-1
yhoo Blackrock increase position SC 13 G file today 70 million share 5 94,1
VS Swing Trade Quick Pick Vegas Sands VS,-1
user Buffett interest AAP valuation much profit dead capital sit bank overseas,1
ooking short GDX production company look H SA IAG Anyone short thesis name Wld greatly appreciate,-1
user Just opportunity buy IMHO BAC 11 70 monday pre market,1
nwinding Worlds Most Widely Held Position never pretty STDY AAP move identify next Hedge Fund Hotel,-1
AVNW Over 3 78 3 89,1
user user H IAG short list SA I know TY look Cash flow H burn abt 30mm,-1
GV Over 2 80,1
AAP Smile Friday EOD The ast 6 Times Tim Cook Has Talked Apple Stock Has Dropped,-1
F Over 7 88,1
AAP close 435 today good great bear,-1
San Diego rock today QCOM BOFI Banking chip Not safe bet 2008,1
I wonder AFFY might go bankrupt Or change management I mean 85 drop stock price lawsuit,-1
KEY hold support 9 07 face resistance 9 50 On watch,1
AAP Bearish MACD Crossover,-1
FIO ong Add Q2 2013 earn 0 13 per share Jan 30 2013 This beat 0 08 consensus 19 analysts cover company,1
AAP bad news keep come They say rain pour Puts pay dividends 420 damnit,-1
FIO Turner Investments Calamos Advisors purchase current quarter 7 2M share 9 32 Blackrock double position 8,1
Holding AAP Mar 8 420 put weekend Every intraday rally get sell ooks like poop,-1
FIO azard Capital upgrade Fusion io Buy Neutral 23 price,1
Gap fill doubt hold AAP NDX COMPQ SPX Toaster Apple,-1
Trade Ideas Today MS ONXX NVE BGCP,1
AAP hold current position weekend,-1
Published ZNGA estimate Estimize 0 02 EPS 6 09M evs compare Wall Street consensus,1
Ackman really go PI Classic example MM firm work year Momo favor yourWelcome,-1
AAP 600 lot bid weekly 460C 2 73 44 delta could temporarily push stock create support,1
VS weekly Sorry suckers bearish bat resistance,-1
CAT Bullish MACD crossover,1
AAP Capitalizing bigger picture move higher time frame weekly MACD,-1
I call CSN ed MONTHY Triangle open ong position 1 65,1
PPG Seems like pretty low risk short opp Stop volume resistance 1st tgt gap fill,-1
JVA 7 25 TZOO 21 50 IDCC 43 35 CF 37 BT 25 look good,1
first time AFFY problems drug,-1
man get A 47 user A Nice bounce support 25 decline,1
AMZN short idea,-1
CBMX B smart money come afternoon look push 200day low float could 6 end wk little resistance,1
CAT short idea,-1
user Apple AAP Is Time econsider Stock Split would solve problem FOEVE,1
WYNN short idea,-1
AAP mac world maybe TC anounce time machine boom rich,1
MYGN sell stop Friday low limit short near 26,-1
K ong 53 69 Trailing Stop 53 24 3 prior Stops 52 16 51 25 51 05,1
SPY IYT FDX PS A closer examination transport market best see 2 prev vid,-1
fnsr great intraday look,1
user user I go long MSFT week I still bearish MSFT bull market I close week,-1
PCN Just try keep simple potentially capture primary trend,1
53 Short Ideas lead miners FCX NEM IAG CF PAAS BID AAP eye 400 Many extend trade able,-1
PM 1H hold til close monday PM 21 bar 3PM wednesday 34 bar balance,1
SHD When last time saw Kmart Sears full people,-1
user AN AutoNation Stoploss 47 46 beat 47 90,1
BYD horrible quarter pretty much decline across board Borgata expect locations saw decline rev EBITDA,-1
VS break,1
AAP hmm I say word Fan boys keep hate,-1
KSS nice uptrend since bottom early January Picked roth around 43 50 Slow mover 50 possible,1
PPO 2 GM estimate 20 Y unit growth volt 36K great headline PPO build capacity 60K bad margins,-1
TIVO BY Price action Check break 12 95 Volume Check 2x avg,1
PPO actual volt leaf tell different story mgmt 3 feb leaf sales M 500 units,-1
A Did Know YHOO 1 5 month January,1
Today Watchlist SHOT Stocks MTG ITMN ANAC OWW DMND,-1
The second best Steve Steve Wynn tap today bell netsuite enterprise N WYNN,1
GDX 3 yr low think move forecast long term top gold GD H IAG get hit hard today bubblebursting,-1
NFX Keep mind 500 lot offer 150P 7 75 Stock 163 70 offer 167 ook stock go dwn,1
AAP another leg 422ish,-1
ASGN watch list line volume 81 ave full day,1
Hi Catch user today p ET break JCP update Terry vs Martha M MSO APP JCP TGT,-1
OCZ pleasantly surprise FIO result affect one Shook position still bullish,1
AAP 422 nxt tgt,-1
user Not yet sir The jury still ANA CSN plain old fraud,1
AAP close position rid half,-1
yhoo Business Insider post yhoo afternoon would beautiful aapl meet Marissa,1
user AAP GOOG etail get stick hold google bag like aapl google sucker high vol fast fall,-1
GV new buy largest gainer today also fav pullback reversal,1
FFIV look quick move support 86 especially SPY lead way,-1
user Tried buy ange get frustrate Very ong EBAY,1
user tour de AAP gap fill ast gap hope fill,-1
WYNN aises Dividend 0 50 CC quite bullish front analysts see enthuse,1
user AAP 15min one green 15M candle day lowest vol day,-1
Watching A DMND low entry point A replace CSCO State California C CS contract May see pop later,1
Green Daily Triangle MH Scaling Down,-1
Market Wrap Video Additions Watch ist include BYD INFN JNP SE TGH HS,1
user SPY HG F C F FCX These breakdowns suggest SOFTE global economy Pull SPX,-1
What think GOOG entry A close 765 776,1
This AAP 9th consecutive day 2003 trendline When multi year trend break short long go,-1
zzzactly user Watch China grow become Apple second biggest market AAP long,1
ssys statement cash flow still secret mention operational cash CC analyst ask Cash flow either Q A oh well,-1
ESPN 30 30 magical Serious family entertainment The future content TV web bright mix well DIS,1
Massive sell AAP GEAT,-1
wow TV underrate underloved look stock price I sick I miss hate trade 2009 CBS DIS,1
NFX We current plan BBY app No app AMZN Kindle Evernote Hootsuite Whatsapp IDG TO Kobo,-1
INFN Over 7 20,1
ES F Interesting parallel apple AAP bubble feed back bubble AAP peak 4th phone Fed peak 4th QE,-1
The AAP drop stop Wall Street sellers stop fear margin drop take look,1
E Competition egulators fine MSFT end Mar break 2009 promise offer rival browsers Win OS 2nd fail comply,-1
High quality stock produce pocket pivot point Thursday ABT GPN ASGN OCN MTH OY NGVC WEC TY WYNN VS PFMT TTS STDY,1
AAP hold weekly put,-1
N watch list big gap morning,1
AAP would surprise see retest 435 level new resistance sometimes week,-1
MS watch list line volume 4 ave full day,1
For believe GM still lead mrkt top recent action positive DIA SPY DJI SPX,-1
ESI watch list lower 2 line volume 11 full day average,1
On Jan 24th post video aapl change careful,-1
F watch list line volume 4 full day average,1
AAP Fib 50 retracement 2006 low 6 36 705 07 would 355 72,-1
user EMN Eastman Stoploss 72 31 beat 72 98,1
ContrAlert Panic Wall Street Is Going Crazy For Student oans But Not Bubble SM,-1
JCC VNG 3 right wheel house,1
From look ill average aapl around 380 bottom around,-1
GOOG make new highs soon Surprisingly option premiums cheap,1
I short ASNA 18 35,-1
GME really nice pop today intraday reversal yesterday afternoon,1
user GOOG 830 feel OT like AAP 705 feel overextend CATION afraid OW 800k Vol,-1
GOOG 10 point away new hold time highs This market leader continue lead,1
really anger boil miss NFX short gap today go chase,-1
user EMN Eastman Stoploss 72 91 beat 73 56 Eastman Stoploss en 72 91 tras batir 73 56,1
NS oad put HF get blow imo,-1
DPZ look ready break next leg,1
CEE want 51 82 Then I think time imo,-1
WFM build nice bull flag,1
CEE hit fib level 51 80,-1
AIG look entry,1
Oh CEE,-1
Nailed GOOG today,1
MBI stick 12 70ish I say bullshit,-1
Switched ATHX gain ASTM ASTM average TP 4 07 1 chance bankrupcty ONG,1
CMG While travel Kalamazoo MI Friday place empty This growth hop company eshorted 325,-1
user EMN Eastman Stoploss 73 46 beat 73 85 Eastman Stoploss en 73 46 tras batir 73 85,1
CMG necessarily Kalamazoo towns like Kalamazoo They buy 7 burrito see value like I,-1
EAP nice upgrade cross 50,1
Small weekly put position NFX,-1
OVTI move long base upside,1
MTG wait pull trigger one,-1
BAC 11 85 sight,1
SHOT MSFT 28 29,-1
SBX Solid move today continue uptrend hold support close week,1
CEE mother faacker,-1
DGI poise break 30,1
Equity Alpha INFA fav short opp No growth year high valuation Short 34 50,-1
AMZN deliver awesomeness every single day Prime ocks I bias,1
MTG bagholder,-1
QQQ Qs break base pattern today I expect GOOG hit 800 withing next 2 weeks,1
I short ASNA fail 19 07 go worth wait,-1
VP Drummond GOOG sell 190 share He outstanding trader base time,1
As long cross 21 58 Fibonacci evel short valid INTC,-1
ACTG top pick earn start breakout ook 27 50 soon,1
eading stock top early day even ES F push higher elative weakness strong day SODA SPW QCOM FB AAP BID,-1
QCOM look good long yesterday close stop,1
SHOT MTG 5 18,-1
GOOG lookin good,1
Bot AAP put dead cat bounce Free fall continue Friday,-1
GOOG need bite time break 775 might get EOD though,1
Come MTG Harlem Shake,-1
DNDN wake almost GO TIME,1
user JCP ya think bounce news see GPN Agree still die business account,-1
COST Confirming beautifully 52 week high magnet Others I like today IMM MNX WCG WT,1
CIE Seems geady go South,-1
AJ start really move move stop,1
Watch SOH 46 73 could short imo,-1
VSN pull station,1
DN MTG anyone think short name These 2 specifically DN seem history huge spike collapse,-1
long MENT I like Cup Handle pattern Earnings till late february,1
SHD add short position move Sears head lower part II available,-1
userPE bounce 8 day sell Estimates high,1
AAP Still nothing bullish,-1
CA like volume move entry 22 64 stop 21 55,1
AAP How Internet train Apple analyst lose tens millions people money,-1
Scaling VT Mar 25s call right ight ooks Good Watch volume next week,1
AAP share I add short position yesterday VIDEO,-1
SWHC Swing Trade Quick Pick Smith Wesson,1
DDD also follow nicely yesterday downside,-1
3 call 2day SPY GOOG make new highs GS go 149 All come fruition Market kind 2,1
AAP break Still hold put,-1
user NBS strong financials contract Progenitor pipeline approval AM 001 expect sacred cow 2013,1
ISG Decent amount Vol behind bounce One day make trend Holding Short,-1
BIG With strong SI improve OBV I feel break higher shortly,1
WAG nice short 48 24,-1
PEIX strong volume w indicators move Once 0 398 break resist watch 0 418 follow 0 43,1
WAG nioce short 02 cents,-1
TQNT great day Friday TQNT momentum also strong volume ong setup,1
Short WAG 40 23,-1
Currently long ANA FB HES BBY WCX VSN,1
DST SHOT ME GATA SHOT JPM,-1
13for2013 INVN still lead gainer would 5 week profit take overbought market,1
ES F danger stall 5 days last 2 3 weeks index Not exactly bullish behavior NKD SCA AAP BID,-1
California Water Service Group CWT aises Annual Dividend 46th Consecutive Year P 18 17 Yield 3 18,1
SHOT CAT 89 90,-1
First ever purchase splurge new mat Bikram I hear frond green hot w ladies via user,1
I think NX short 24 70 For full dollar roll,-1
Great analysis PNA,1
Watch NX 24 70,-1
user QCOM Friday low provide nice back test B level,1
AEE short 06,-1
user Commented Zynga eady For eal Money Games And Improving On The Cost Side ZNGA TENDEVESA,1
GOOG keep mind 1 000 contract offer 20 Apr 850C Could temporarily create resistance sell,-1
System Flags Buys AT BAC BDN GFI IPG JCI M S TS VVS,1
MTG short 5 42,-1
WMT break channel All MAs line upward direction,1
Equity Alpha TWTC look like great short 24 90 Weak fundies overvalue weak technicals,-1
GTXI long 5 16 take early assume gap SPY green detect avg vol,1
CAT daily get overbought 4 days ago yellow EH oversold either,-1
ATI Breakout mode Monday It clear 200EMA high volume Bullish MACD cross ong,1
AEE cross 34 I short,-1
Anyone follow CST earn Feb 7th AMC look interest 50day may get bid report WATCHIST,1
SHOT AEE 33 99,-1
GAE long 1 82 1 83 1 84 target 2 00,1
Green Daily Triangle MH pdating,-1
SEV nicely green red market,1
add weight MTG sorry folks ur fun Hammer time Holding night Have plenty cushion 5 89 short,-1
JNP watch list near first line,1
MTG hold small short pos 5 72 swing,-1
FFIV look like want breakout today,1
MGM ooks like get ready fill gap,-1
Good eye user FDX break resistance ooks continue bullish trend,1
Time Warner Announces Plan Spin Off Time Inc TWX TWC,-1
PEIX long 45,1
Penney Macy Martha Oh JCP M MSO APP KO,-1
PEIX long go 50,1
Time shorty pant CSX Trains esistance,-1
GAE buy 1 83,1
Trade idea SE breakdown NEM 40 target 31 50 cut 43 50,-1
GME GameStop Tony Bartel Announces Shift Toward Mobile Audio ong beat 25 24 Stoploss 25 11,1
NFX The hourly show Head Shoulder formation form,-1
M Patent Could pset AAP ong M beat 7 97 Stoploss 7 86,1
MTG yesterdays session today PM almost entire float trade lol,-1
user M Patent Could pset AAP ong M beat 7 97 Stoploss 7 86,1
Slowdown PETM service trouble would look pet company play pet humanization trend PETS WOOF,-1
bot SYNM 52 bot PEIX 435,1
Today Watchlist SHOT Stocks SA SB IG PB CA,-1
NFX asym tri form wait resolution make trade,1
MTG still hold short 5 70 I think see low 4 tomorrow,-1
NN average TP 1 5 Could easily come back 0 8 HODING ONG,1
AAP We break close support 360 target I call THE bottom,-1
NVAX interest level Now P trend line June Could good entry point close stop loss,1
NFX Breaking neckline w heavy sell volume accompany bearish technical indications,-1
ZCS bounce 50 day,1
AAP approach 420 low,-1
ZCS feel bad stop losses get take,1
NFX monster gap fill sure anyone could fill comfortable sit long,-1
Marijuana stock smoke MJNS CBIS HEMP new trend Next hot sector Biofuels PEIX SYNM BIOF money focus,1
NFX look short weak bounce green arrows fade see momo turn South,-1
Despite market spook media WSJ go AAP call week,1
NFX short move target reversal yet S1 MA,-1
PCN work overbought condition rise shakeout today despite market overall,1
JDS watch possible short,-1
ANTH ZCS p 4 time average volume today ots people take interest,1
PETM possible leg look cover 61 75,-1
add ebay trade account,1
PETM short hit 2nd tgt take final tgt 61 45 61 5,-1
3 tech stock stay power IBM Intel INTC Qualcomm QCOM And QCOM let us keep AAP exposure boot,1
AAP still hold put Will test 420,-1
NFX nibble earlier hold night Sharing thoughts POSTED VIDEO,1
Admittedly commentary digital media Yahoo YHOO set crash burn,-1
NFX new HoD nice,1
EBAY SHOT 53 12,-1
hold ANA BBY FB GAE HES VSN WCX,1
VXY VIX Done till Jobs eport Try CAS FAS BAC GS C XIV,-1
After Hours Most Advanced CC EDMC BKS HAYN PIM EZPW MC DGIT PAB JNY MM GFF THO CACI PMI IF STZ CODE NB,1
SHD add short position uptick,-1
CI get long build position move thru 7 00 stock like rock today target 7 00,1
FDX double toppoing BEAISH MONTHY GATEY pattern time exit,-1
CI see spike like one huge green bar without sort continuation somebody know someting,1
PCN doulble top key fib retracement weekly time exit,-1
Market Wrap Video Additions Watch ist include CAH CMI HA KAC NFX,1
The rodeo clown send BK scream SI weekly red zone time peel away turn,-1
HA Over 41 25,1
Shorting COG XCO SD COG far 50dma think pull back 50dma way overextend imho,-1
HA,1
Why FDX important give MAKET OPEATOS cover give DOW THEOISTS story sell go one helluva fak,-1
DK Over 34 75 continuation,1
COG roll think lose move today,-1
user edon PEIX history management drop ball run stock price Hopefully stay silent time around,1
know squat SPT P flack send unsolicited email ask plug first graf tout 80 gain share ZICH biz,-1
weekly blog post collection yhoo note newsgrade blogspot dot com,1
record I like highs SPX ES NQ IND air make nervous see SHOT pre signal,-1
GS weekly C1501 04,1
SFD come,-1
Way go DDD Seems find support MA 50 p trend continue guy,1
MTG close low still short 5 70,-1
BAC 11 75 11 80 today IMHO,1
AAP find last break head lower,-1
AJ stop 6 nice gain,1
COH reverse 200 week sma volume close 40 average S line new low well ahead price,-1
AMWD still work well play week far,1
Schmucks think bearish stock MST short vice versa Pros deep research study history zagg,-1
DEXO inverse h bounce fib longer term W bottom,1
SK long await short squeeze happen today,-1
TES move stop huge winner,1
22 50 hold resistance PI,-1
ong EN stop arnd 39 40 entry 40 10,1
Short GOOG 830 hedge ong pos,-1
NFX BOOM,1
would like see long red candle aapl 2day still think take 420 soon,-1
NFX OI load OTM Calls,1
think see aapl sub 430s end day say pin 430 think revisit sure,-1
PNA try break DT line already average daily volume earn tonight,1
SHOT P 13 95,-1
G SWHC break similar bull flag pattern volume light though keep mind,1
AAP classic move 435 test Webinar followers I add short position,-1
SWHC break bull flag,1
11 59 next fib level P get dollar roll I happy,-1
G story move tandem,1
AAP 435 retest probably 420,-1
GME new HoD,1
Cover P 12 62 set last stop 14,-1
Watchlist bounce MHP 47 45 COH 49 15 AMZN 265 4TA 98 A OOK IKE GD ONGS FOM HEE,1
CIEN short 17 11,-1
QCOM really get interest Might see new highs really soon,1
PCN mini bear flag intraday stay short long stay 718,-1
PI make effort watch TIP,1
ed Monthly Triangle CSN start close profit,-1
ed Monthly Triangle CSN pdating,1
AF short AP 52 50 put work highs AM Stochastic crossover,-1
CEN price action look good go earn tonight,1
SII think I see ya 2 90,-1
ZNGA If bearish know poker This incredible,1
CIEN go short 05 cents,-1
CSC move stop,1
user Tell BID AAP APO NEM CF,-1
GOOG market leader continue hold well,1
ed Monthly Triangle CSN Net Profit 70 825 00 6 42,-1
CW long 3 22,1
GMX close fence,-1
BAC Very Strong Making since 1 week side But Today Bull,1
Swing Trade Quick Pick Alexion Pharmaceuticals AXN,-1
user AMPE Gap business 28 low 3 69 x 14 4 20 MA 20 also 4 20 target,1
BVSN fence go nice short 1 dollar roll possibility Target 9 30,-1
BAC go resistance really HEAVY volume today Should everyone radar,1
BVSN crack book,-1
CBK look breakout entry 6 51 stop 6 19,1
CAT look bottom also move much low recent strength If break 89 downside good short,-1
AAP perhaps time start consider ONG position name Finally commitment,1
GOOG look heavy volume dry eal sell pressure come average volume,-1
user Market seem care beat expectations inflate seem SII,1
AF 30 min second shoot 100MA cross,-1
I think obvious Valero VO room run I certainly like HFC lot Compare P revenue growth,1
AXN reject 50dma yesterday,-1
GDP watch list 20 cross 50 day near line volume 27 ave,1
AF engulf take tuesday candle,-1
NW ong 19 75 Trailing Stop 21 06 5 prior Stops 20 26 19 93 19 75 18 95 18,1
AF 5 min take 50,-1
user CSN yesterday I bough 25K1 2375 25K1 1550 I continue scale,1
GS current fib level support 152 05 It bounce today sure luck next time test,-1
BAC Out 12 82 Not Greedy Will wait pullback another day reenter,1
JPM bounce fib support level today,-1
ZGNX Here go,1
BVSN 11 07 ai ai ai,-1
TMB suggest follower poise breakout new highs Buy area 64 00 volume,1
AF Taking entire week Gap 20MA daily Shooting star weekly,-1
AAP BAC two trade I look get involve close,1
GMX I endorse trade 3 98 nice short If SPY suddenly break lod easily see GMX 3 31,-1
long FS 30 could late though watch ur stop,1
AF 60 min ok really last one Note 100MA 50 fib Sitting S2,-1
ooks like MCP 8 call friday pay well,1
GMX like magic,-1
NVDA Breaking short term downtrend line w SI rise MACD try cross 0,1
I position GMX I point 3 98 would nice short With 3 15 target,-1
VMW next trip 79 go deny,1
EBAY test high today n fail unless Hmary in25min,-1
ESX make move break gap,1
GMX 20 cents target,-1
ed Weekly Triangle KWK Scaling p,1
Back short side COG hedge nat gas play XCO COG trade 10x sales 6 37 book CHK 1 09X 1 08X respectively,-1
V On watch tomorrow,1
GMX BINGO,-1
ZNGA almost 5 hours,1
user user Compelling enough join 64 71 TY Filled short 64 7615 glad see well 0 COG,-1
TIP coil like rattlesnake long look higher,1
Back frothy zone SPY raise cash make selective hedge NG stock short COG XCO KWK SD,-1
EXAS Pretty set,1
emember ZAGG sue bunch critics eg defamation go responses discovery total joke Short 0,-1
No Porn ZNGA Pokeher,1
ZCS doji trendline,-1
EV Amazed 18 gainer get ST recognition Guess go along 15 followers undertheradar,1
GEVO stock look bad go retest 1 80 base go lower beware,-1
DNDN A subtle buy signal occur today set,1
MO ong time shareholder double top There major distribution past days,-1
Put FS top radar today Citigroup initiate Buy target price 41,1
SHOT Setups AX CT WFM BID ICE QCOM WYNN AF DNB,-1
user DOV weekly Going higher bot close eod yest unit cost 4 15 see get gapper today,1
F potential short bounce OHead resistance Kirby Stochastic OB SI huge volume exit,-1
GMC CST report bell expect SFY type quarter NOT TADING INTO EANINGS WI ONY TADE THE EACTION,1
AI watch list short position,-1
AAP possible bounce 462,1
NKE potential short many reason Check F post well Triple top OB round TOP,-1
VT breakout point 25,1
Blow top come S P 1565 1575 Vix low buy put SPY April May 154 153 152 151 strike 1565 75 SPY,-1
ANAD b point 2 72,1
My reason avoid Monster Beverage Shares MNST KO PEP,-1
DOV PT btwn 5 30 6 00 two areas resistance Valuation incredibly cheap see volume come today,1
AAP powerball 183 million Maybe ill load appl stock Odds,-1
Back BAC ong,1
NFX need get 186 consider short term bullish I bearish,-1
NN something go happen Two days ago saw hugest volume year Oversold insiders buy high TP ong,1
DDD test 30 weak price action,-1
So Iger say like NFX go bid 250 lol,1
Watch NP 138 93 could nice short And There go CIEN 17 11,-1
NFX try break bull flag New 52 week highs,1
NP tap tap,-1
DPS break look good earn feb 13th BMO,1
SHOT BVSN 11 50,-1
PAN Caught upgrade 26 short interest Breaking,1
There go NP,-1
last minute add watchlist DPS,1
et BVSN,-1
AAP head gap,1
Ok NP go 138 93 I short,-1
FS squeeze,1
ONG CNE 13 91,-1
DA back play breakout time highs entry 14 30 stop 13 41,1
Stop NP 139 50,-1
AAP Bullish signal Want see close preferably 462 60 confirm,1
SHOT CNE 13 7,-1
Jon Stewart sum everything dangerous dumb hysterical Post Office circa 2011 cc user FDX,1
look like target 44 07 HS,-1
yay user So AAP gap morning toward ST upside target 480 I take sudden reversal,1
user ATVI ATVI long overdue short,-1
Watching closely long AAP lift higher buyback chatter detail Stream,1
NP,-1
Nice time high attack Tesla today long tsla cc user,1
AMZN scale 71 4 look 70 next scale,-1
AAP reload ready keep go 4 today I would good 3,1
Covered 45 90 DKS,-1
Short term target ZNGA 3 25,1
BVSN wow perfect short 11 50,-1
BAC AAP two trade yesterday hold really well Both trade HIGH volume weak tape,1
owered stop DKS fib level 45 90,-1
BAC add close 12 today AAP need take 465 attract buyers,1
GS 50MA lower trendline I would like long Too many traders like short right,-1
AN break hourly trendline,1
AAP break trend,-1
TWX ong 38 59 Trailing Stop 44 71 4 prior Stops 42 61 41 06 37 08 35 57,1
